book_id,title,authors,text_features_combined,title_length,author_count,tag_count,rating_std,rating_skew,high_rating_ratio,genre,genre_encoded
48855,The Diary of a Young Girl,"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday",the diary of a young girl anne frank nonfiction biographiesmemoirs autobiographymemoir kindle 5stars classicstoread teen mustread novels bannedbooks,25,3,10,0.9897484018351781,-1.031905315515731,0.7568522094173702,non-fiction,9
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,catching fire the hunger games 2 suzanne collins youngadult distopia ebook tobuy trilogy 2012reads yafantasy favoriteseries english finished,32,1,10,0.8250560664699466,-1.081726758667195,0.8387730065052746,young-adult,13
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,the fellowship of the ring the lord of the rings 1 jrr tolkien fantasy abandoned unfinished movies britishliterature onhold elves readin2015 fantasía fantasia,50,1,10,0.9357329057118321,-1.542630869901826,0.8383528663205898,fantasy,2
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","J.K. Rowling, Mary GrandPré",harry potter and the order of the phoenix harry potter 5 jk rowling toread fantasyscifi audiobooks have boardingschool magical 2003 classic hp favs,56,2,10,0.7807297465928095,-1.493279190570111,0.8797559205193236,classics,1
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","J.K. Rowling, Mary GrandPré",harry potter and the chamber of secrets harry potter 2 jk rowling fantasy yafiction childhoodfavorites shelfarifavorites rereads youth favoriteseries scififantasy youngadultfiction myfavorites,54,2,10,0.8206176409245642,-1.2146007084394876,0.8463701848547817,fantasy,2
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","J.K. Rowling, Mary GrandPré",harry potter and the goblet of fire harry potter 4 jk rowling fantasy favoriteseries ebook tobuy kidsbooks favourite rereads readin2017 childhoodfavorites readin2014,50,2,10,0.7207949072335528,-1.575335594059483,0.9043845744663772,fantasy,2
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","J.K. Rowling, Mary GrandPré",harry potter and the deathly hallows harry potter 7 jk rowling favorites scififantasy alltimefavourites juvenile readin2015 toread youth romance toreread kindle,51,2,10,0.702414554062396,-2.072291257120644,0.9213736098668666,romance,11
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,the da vinci code robert langdon 2 dan brown fiction 2004 movies movie americanliterature audiobooks 2006 thrillersuspense ebook popularfiction,34,1,10,1.1042730054357626,-0.7551709728462519,0.6541252379129926,fiction,3
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","J.K. Rowling, Mary GrandPré",harry potter and the halfblood prince harry potter 6 jk rowling toread scififantasy romance youth kindle shelfarifavorites juvenile mademecry readin2015 favoriteseries,52,2,10,0.7229655646199188,-1.6710298304487714,0.90751009701648,romance,11
7624,Lord of the Flies,William Golding,lord of the flies william golding classics historicalfiction toreadclassics toreread readinhighschool thriller psychology theclassics childrens bookclub,17,1,10,1.125313056993925,-0.6054741756523861,0.5939404744526421,classics,1
890,Of Mice and Men,John Steinbeck,of mice and men john steinbeck classics kindle readin2015 readin2016 tragedy 1930s favoritebooks americanclassics iown readinhighschool,15,1,10,1.04332335292113,-0.7117079460886657,0.6624473824042414,classics,1
3636,"The Giver (The Giver, #1)",Lois Lowry,the giver the giver 1 lois lowry toread rereads drama readinenglish readin2011 youngadultliterature femaleauthor childrens childrensfiction toreadagain,21,1,10,0.9709394183417125,-1.0481155392438797,0.7684966683885257,young-adult,13
100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,the lion the witch and the wardrobe chronicles of narnia 1 cs lewis fantasy childrensliterature cslewis books childhoodfavourites english favoritebooks 20thcentury religious kindle,58,1,10,0.9176034449605147,-1.0380204520849654,0.7874361782944367,fantasy,2
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,a game of thrones a song of ice and fire 1 george rr martin toread romance bookclub scifiandfantasy ebook action readin2016 read2012 ownit audiobooks,42,1,10,0.8319477590977409,-1.773478517095374,0.8869361123822995,romance,11
19501,"Eat, Pray, Love",Elizabeth Gilbert,eat pray love elizabeth gilbert toread novel bookclubreads travelwriting drama shelfarifavorites bookgroup favorite neverfinished philosophy,13,1,10,1.23202862227654,-0.46186039863691397,0.5357737504734389,fiction,3
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,the lightning thief percy jackson and the olympians 1 rick riordan toread myfavorites funny mylibrary humor gods novels 4stars ownit juvenilefiction,53,1,10,0.9202976197330168,-1.1233584601808932,0.7971567144823168,humor,7
10210,Jane Eyre,"Charlotte Brontë, Michael Mason",jane eyre charlotte brontë toread faves bronte readin2014 favouritebooks audible toreread femaleauthor readin2011 youngadult,9,2,10,1.0234125687049842,-1.091131717276083,0.7576459702908326,young-adult,13
15931,"The Notebook (The Notebook, #1)",Nicholas Sparks,the notebook the notebook 1 nicholas sparks toread tearjerkers readin2014 adultromance standalone mybookshelf wanttoread booksmadeintomovies historical reread,27,1,10,1.0968593943908802,-1.095191681810192,0.7387543429341471,historical-fiction,5
4381,Fahrenheit 451,Ray Bradbury,fahrenheit 451 ray bradbury toread dystopias americanlit classicfiction readin2014 literaryfiction readin2016 favorite iown politics,14,1,10,0.9968428603229549,-0.8594554956566411,0.7186824117527035,fiction,3
49041,"New Moon (Twilight, #2)",Stephenie Meyer,new moon twilight 2 stephenie meyer toread yalit have mybookshelf shifters reread scifi onmyshelf english audiobooks,19,1,10,1.2716481877936934,-0.4432218719048377,0.534859049207673,science-fiction,12
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,city of bones the mortal instruments 1 cassandra clare favorites angelsanddemons 4stars faves fantasyscifi reviewed dystopian ownit readin2011 scifi,38,1,10,1.0378342961962035,-1.109001907253683,0.7560498921323016,science-fiction,12
428263,"Eclipse (Twilight, #3)",Stephenie Meyer,eclipse twilight 3 stephenie meyer youngadult yaparanormal onmyshelf have mybookshelf reread english scifi werewolf 5stars,18,1,10,1.2351496068739354,-0.6407273692312956,0.6021304695905807,young-adult,13
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,eragon the inheritance cycle 1 christopher paolini fantasy shelfarifavorites middlegrade elves epic reread supernatural youth yabooks fantasyfiction,30,1,10,1.129051512788794,-0.7947199092211163,0.662952762588304,fantasy,2
1162543,"Breaking Dawn (Twilight, #4)",Stephenie Meyer,breaking dawn twilight 4 stephenie meyer toread paperback childhood séries bookclub favs hardcover done bookseries magic,24,1,10,1.3065863686954915,-0.6879790349646876,0.6124532706694629,fantasy,2
37435,The Secret Life of Bees,Sue Monk Kidd,the secret life of bees sue monk kidd toread friendship finished audiobooks movie literary romance borrowed rorygilmore forschool,23,1,10,0.961197807821378,-0.8581788778505213,0.7348113331334883,romance,11
6185,Wuthering Heights,"Emily Brontë, Richard J. Dunn",wuthering heights emily brontë classics schoolbooks tbr books dnf britlit britishlit didnotfinish unfinished audio,17,2,10,1.132817323709851,-0.7629422369564852,0.6545191207978944,classics,1
10917,My Sister's Keeper,Jodi Picoult,my sisters keeper jodi picoult toread audio booksthatmademecry literaryfiction ebook chicklit illness literature books relationships,17,1,10,0.9724881666531016,-0.9431774389183273,0.7489717078884534,fiction,3
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,slaughterhousefive kurt vonnegut jr toread dystopian audio classicfiction dystopia 1001bookstoreadbeforeyoudie ebooks favoritebooks worldwarii speculativefiction,18,1,10,1.0180968028036526,-1.038049076144157,0.7500185026946652,science-fiction,12
18405,Gone with the Wind,Margaret Mitchell,gone with the wind margaret mitchell toread rorygilmorechallenge margaretmitchell toreadfiction literaryfiction southernlit theclassics movie mustread ownit,18,1,10,0.974434224835074,-1.4007972159049684,0.811332403881409,fiction,3
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,enders game enders saga 1 orson scott card toread mylibrary adultfiction sffantasy reread children readin2014 5stars novel iown,25,1,10,0.9194465458611203,-1.4033851183992507,0.832404223870156,fiction,3
18490,Frankenstein,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",frankenstein mary wollstonecraft shelley classics ownit femaleauthor favoritebooks schoolreading audio gothichorror femaleauthors toreadclassics sf,12,3,10,1.056489755883556,-0.597166362922627,0.6213852322924341,classics,1
11588,The Shining (The Shining #1),Stephen King,the shining the shining 1 stephen king fiction generalfiction literature rorygilmore 5stars movie 1970s contemporaryfiction ebook usa,25,1,10,0.9583229237790317,-1.1982718307938462,0.7937971863600203,fiction,3
1656001,"The Host (The Host, #1)",Stephenie Meyer,the host the host 1 stephenie meyer toread audio booktomovie borrowed faves reread bookshelf romance mademecry couldntfinish,19,1,10,1.1741102881028103,-0.8302265819351413,0.6635346468439735,romance,11
227443,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,bridget joness diary bridget jones 1 helen fielding toread borrowed modern ebook romanticcomedy janeausten bbctop100 love readin2014 london,36,1,10,1.0681785913996185,-0.6257990904868179,0.6198306688685722,romance,11
14935,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",sense and sensibility jane austen fiction readin2015 history readin2016 family classici ebooks books femaleauthors femaleauthor,21,3,10,0.9847549204820428,-0.9898624188737566,0.7496529301420869,fiction,3
38709,"Holes (Holes, #1)","Louis Sachar, Louis Sachar",holes holes 1 louis sachar toread classic favoritebooks readinschool booktomovie generalfiction alltimefavorites classroomlibrary newberywinners funny,13,2,10,0.9885983434558996,-0.7233385475816897,0.6910599408608268,classics,1
1381,The Odyssey,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",the odyssey homer toread philosophy booksforschool generalfiction homelibrary translation audiobooks audiobook ebook literary,11,5,10,1.104791520136589,-0.5971060369737929,0.6082852507959823,non-fiction,9
7445,The Glass Castle,Jeannette Walls,the glass castle jeannette walls toread finished reread summerreading ebook bio 5stars readin2012 readin2013 literature,16,1,10,0.8801855000554895,-1.177373505862171,0.8243925840223495,classics,1
1845,Into the Wild,Jon Krakauer,into the wild jon krakauer toread abandoned nonfic books borrowed wanderlust truestories 20thcentury youngadult ownit,13,1,10,1.0076333285461399,-0.8802864173783242,0.714455113416905,classics,1
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,jurassic park jurassic park 1 michael crichton toread suspensethriller fantasyscifi literature shelfarifavorites favorite crichtonmichael 1990s audible technothriller,29,1,10,0.9970222478900211,-0.8324255755874032,0.71054585592552,classics,1
32542,A Time to Kill,John Grisham,a time to kill john grisham toread bookclub historicalfiction have books paperback mysterythrillersuspense english audiobook literature,14,1,10,0.962739935966672,-0.8823243622762724,0.7360173054938701,historical-fiction,5
6442769,Paper Towns,John Green,paper towns john green youngadult booktomovie papertowns 3stars ebooks bought readin2015 wanttoread malepov booksreadin2015,11,1,10,1.0164856101848279,-0.6712692189962414,0.6707209688815773,young-adult,13
21787,The Princess Bride ,William Goldman,the princess bride william goldman favourites teen sciencefiction childhoodfavorites standalone bookstobuy wanttoread borrowed reviewed recommended,18,1,10,0.9449338467706478,-1.3152945907455482,0.8119268982830883,young-adult,13
231804,The Outsiders,S.E. Hinton,the outsiders se hinton toread mademecry kids bannedbooks american teenfiction family 20thcentury myfavorites rorygilmorechallenge,13,1,10,0.9661755516135739,-0.8542050349362356,0.7372747219801392,classics,1
320,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",one hundred years of solitude gabriel garcía márquez classics school worldliterature translation drama southamerican kindle lit ownit shelfarifavorites,29,2,10,1.1419200862569276,-1.1044725388469976,0.7348102288302091,classics,1
5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",the picture of dorian gray oscar wilde toread paranormal ireland 1001bookstoreadbeforeyoudie audio drama classici favorite readin2016 readin2015,26,2,10,0.940289072593991,-0.8594759054149017,0.7480101578679744,fantasy,2
17245,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",dracula bram stoker toread gothichorror abandoned terror suspense audiobooks england ownit ebook unfinished,7,3,10,0.9689093716417572,-0.7537397335087582,0.7102222724827797,mystery,8
7244,The Poisonwood Bible,Barbara Kingsolver,the poisonwood bible barbara kingsolver toread 20thcentury readforschool recommended cultural highschool realisticfiction didnotfinish didntfinish 1001booksyoumustreadbeforeyou,20,1,10,1.08408727177189,-1.057569924775026,0.7370390574053771,classics,1
7126,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",the count of monte cristo alexandre dumas classics toreread europe ebooks shelfarifavorites audible myfavorites unfinished mustread thriller,25,2,10,0.9484480983338435,-1.1879848397434492,0.7956771231828615,classics,1
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,a clash of kings a song of ice and fire 2 george rr martin toread fantasyfiction historical fictionfantasy american fantasia georgerrmartin audiobooks read2013 readinenglish,41,1,10,0.7288697880275611,-1.1498395638376253,0.892777269618386,historical-fiction,5
10441,The Memory Keeper's Daughter,Kim Edwards,the memory keepers daughter kim edwards fiction couldntfinish audiobook readin2010 gaveupon mybookshelf audiobooks ebooks readin2011 homelibrary,27,1,10,1.046343818247146,-0.5287697419661631,0.5849951623833194,fiction,3
168668,Catch-22,Joseph Heller,catch22 joseph heller toread gaveupon onhold mustread dnf contemporary rorygilmorechallenge iown couldntfinish neverfinished,7,1,10,1.0759228639507727,-0.9517397868533157,0.7170544964507352,fiction,3
24583,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",the adventures of tom sawyer mark twain classics middlegrade ownit reread kidsbooks americanclassics theclassics middleschool history realisticfiction,28,3,10,0.9792588292469937,-0.6794033924616241,0.6800240985752896,classics,1
7763,The Joy Luck Club,Amy Tan,the joy luck club amy tan toread rorygilmorereadinglist toreadfiction modernclassics fictiongeneral audiobooks youngadult bookclub gilmoregirls culture,17,1,10,1.0071416425019826,-0.7931308155888498,0.6920530116536536,fiction,3
7604,Lolita,"Vladimir Nabokov, Craig Raine",lolita vladimir nabokov toread toreread controversial banned reread ebooks ownit readin2013 love psychology,6,2,10,1.099080854853942,-0.8274594731747548,0.6776771752350431,romance,11
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,one flew over the cuckoos nest ken kesey toread rorygilmorechallenge modern ownit historicalfiction favoritebooks audio books mustread abandoned,30,1,10,0.8803157392149373,-1.028000737201257,0.8049131318785985,historical-fiction,5
2165,The Old Man and the Sea,Ernest Hemingway,the old man and the sea ernest hemingway classics drama wishlist toread pulitzerwinners audiobooks youngadult readinschool روايات realisticfiction,23,1,10,1.128545291409243,-0.6636229206816282,0.6213923054421864,classics,1
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,anne of green gables anne of green gables 1 lm montgomery favorites classicstoread readin2015 myfavorites friendship toreread 5stars childrensliterature novel teen,43,1,10,0.9457998002454222,-1.1925975175771455,0.796286504972326,fiction,3
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,city of glass the mortal instruments 3 cassandra clare fantasy ownit contemporary fantasyscifi favs favourite fairies mybookshelf favorites booksihave,38,1,10,0.8758473392863232,-1.338639997511397,0.8363375412331896,fantasy,2
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,a storm of swords a song of ice and fire 3 george rr martin toread fantasyfiction historical darkfantasy ebooks american read2012 fantasia readin2015 fictionfantasy,42,1,10,0.6887037142306265,-1.5541992709706012,0.9190855955909666,historical-fiction,5
137791,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,divine secrets of the yaya sisterhood rebecca wells fiction southernliterature lit homelibrary wishlist usa historical audiobook rorygilmorebookchallenge tobuy,37,1,10,1.0553216555374503,-0.6467287634993293,0.6354897259982827,fiction,3
9460487,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,miss peregrines home for peculiar children miss peregrines peculiar children 1 ransom riggs fantasy bookclub photography ownit read2015 reviewed ransomriggs creepy childrens favoritebooks,78,1,10,1.008921987352712,-0.6829931467015871,0.6733504705290811,fantasy,2
18007564,The Martian,Andy Weir,the martian andy weir scifi favoritebooks borrowed recommended humour contemporaryfiction mylibrary ebooks wishlist books,11,1,10,0.8003630813505616,-1.429596732794553,0.8788564136061409,science-fiction,12
5043,"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,the pillars of the earth the kingsbridge series 1 ken follett historicalfiction oprah recommended europe classic follett couldntfinish ownit audiobook wishlist,49,1,10,0.9315760134171188,-1.4150972993210418,0.8306912983244369,historical-fiction,5
18143977,All the Light We Cannot See,Anthony Doerr,all the light we cannot see anthony doerr toread literary 5stars blindness holocaust recommended mybooks 2016readingchallenge drama favoritebooks,27,1,10,0.8563663808861177,-1.3362738846979774,0.850763105871014,biography,0
976,Deception Point,Dan Brown,deception point dan brown toread have americanliterature literature other actionthriller wishlist homelibrary 2005 science,15,1,10,1.0367255736395455,-0.45175273057941806,0.5777484559119344,classics,1
4989,The Red Tent,Anita Diamant,the red tent anita diamant toread bookclubread fictiontoread lit classic onmyshelf fantasy mythology religion audiobook,12,1,10,0.9744616699022818,-1.1479130763660308,0.7841488634668768,classics,1
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,city of ashes the mortal instruments 2 cassandra clare toread yabooks mybookshelf love lgbt have fairies booksihave 4stars ownit,38,1,10,0.9017725313601905,-1.0477957026250224,0.7972109595773437,romance,11
8852,Macbeth,William Shakespeare,macbeth william shakespeare currentlyreading classicfiction readmorethanonce magic university ownit assignedreading englishlit novels renaissance,7,1,10,0.9994223471660149,-0.6502051939065907,0.6697705525259801,fantasy,2
42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,something borrowed darcy rachel 1 emily giffin toread didnotfinish borrowed readin2014 youngadult lovestories readin2016 relationships audiobooks guiltypleasure,33,1,10,1.061286596528359,-0.7347649471352209,0.6561539928628711,young-adult,13
23772,Green Eggs and Ham,"Dr. Seuss, לאה נאור",green eggs and ham dr seuss childrens 5stars childrensfiction humour forthekids childrenya iown forkids ownit easyreader,18,2,10,0.9266380145127939,-1.2839927558609827,0.8091102526673333,young-adult,13
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",charlie and the chocolate factory charlie bucket 1 roald dahl fiction childrenya nostalgia childrensclassics bbcbigread childrensclassics currentlyreading kindle comedy movie,50,2,10,0.9132496717996097,-0.8777859443131246,0.7621632874984589,fiction,3
2623,Great Expectations,Charles Dickens,great expectations charles dickens toread generalfiction audible requiredreading toreread youngadult books rorygilmorechallenge audio bildungsroman,18,1,10,1.1050482306850058,-0.6764895943333606,0.6303355567078809,young-adult,13
49552,The Stranger,"Albert Camus, Matthew    Ward",the stranger albert camus classics classicstoread classiclit favoritebooks novella 1001bookstoreadbeforeyoudie francais 1940s روايات absurdism,12,2,10,0.9952612501895973,-0.8102868386331937,0.7112978497714129,classics,1
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,the lost hero the heroes of olympus 1 rick riordan toread borrowed needtobuy awesome readin2017 romance childrens completedseries finished mybookshelf,37,1,10,0.8527617118836482,-1.3485794380769618,0.8470321453743144,romance,11
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,a feast for crows a song of ice and fire 4 george rr martin fantasy tbr have bookshelf read2012 readinenglish abandoned alltimefavorites audiobooks historicalfiction,42,1,10,0.8904162607189662,-0.7481218283911832,0.7585995469000062,fantasy,2
4407,"American Gods (American Gods, #1)",Neil Gaiman,american gods american gods 1 neil gaiman fantasy modernfantasy iown british scifi audiobook scifiandfantasy readin2015 read2017 didntfinish,29,1,10,0.9694867904082163,-1.0486456541652323,0.7721875283354844,fantasy,2
149267,The Stand,"Stephen King, Bernie Wrightson",the stand stephen king toread scififantasy endoftheworld sciencefictionfantasy 20thcentury thrillers ownit literature unfinished scary,9,2,10,0.8850025446233099,-1.381355879010837,0.838322130085349,classics,1
6400090,The Last Song,Nicholas Sparks,the last song nicholas sparks toread onmyshelf mybookshelf audio sad novel booksthatmademecry alltimefavorites borrowed tearjerkers,13,1,10,0.9567389323080903,-1.008964176329988,0.765599447116865,fiction,3
11125,Digital Fortress,Dan Brown,digital fortress dan brown toread americanliterature have audio other modern romance general mysterythrillers 2005,16,1,10,1.0655386940451859,-0.4199537881041888,0.5524164083816198,romance,11
6969,Emma,"Jane Austen, Fiona Stafford",emma jane austen currentlyreading tbr rorygilmore reread humor ebooks didnotfinish abandoned women ebook,4,2,10,0.9899783584944695,-0.8558138806051058,0.7202384179905974,humor,7
15823480,Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",anna karenina leo tolstoy classics alltimefavorites theclassics classici audible favoritebooks neverfinished gilmoregirls reread ebooks,13,4,10,1.0171378127263386,-0.9338975311472331,0.7312836826030678,classics,1
227463,A Clockwork Orange,Anthony Burgess,a clockwork orange anthony burgess toread literary needtobuy classicfiction scififantasy mystery toreread gilmoregirls ownit drama,18,1,10,1.0292049419610894,-0.9615633327128907,0.7274417847184473,mystery,8
1812457,The Shack,William Paul Young,the shack william paul young toread favourites wishlist forgiveness couldnotfinish audible alltimefavorites literature books religionspirituality,9,1,10,1.2736568438926401,-0.7320310542958097,0.6270477216102507,classics,1
7144,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",crime and punishment fyodor dostoyevsky fiction generalfiction toreadfiction ownit favourite psychological toreread schoolbooks mustread lit,20,2,10,0.9819261744671726,-1.1984790883096352,0.7894979479395063,fiction,3
52036,Siddhartha,"Hermann Hesse, Hilda Rosner",siddhartha hermann hesse toread deutsch classicstoread rorygilmore literary books rorygilmorechallenge biography toreread favorite,10,2,10,1.023047607981721,-0.8650853054297757,0.7146658449837933,biography,0
39988,Matilda,"Roald Dahl, Quentin Blake",matilda roald dahl toread childrenyoungadult adventure elementary literature britishliterature comedy booksfrommychildhood readmorethanonce childrensbooks,7,2,10,0.8566098554628905,-1.1604699017464346,0.8281822085002729,classics,1
9361589,The Night Circus,Erin Morgenstern,the night circus erin morgenstern currentlyreading readin2017 generalfiction read2014 love read2015 literaryfiction readin2011 recommended magical,16,1,10,1.017379698396465,-0.953295840396797,0.7383188789156448,romance,11
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,a dance with dragons a song of ice and fire 5 george rr martin toread wishlist ownit american readin2016 reread read2014 historicalfiction read2013 alltimefavorites,45,1,10,0.8226411820732655,-1.1190050092491484,0.8438761427918741,historical-fiction,5
472331,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",watchmen alan moore toread speculativefiction graphicnovelcomic favorite sequentialart readcomics reread sf literature wishlist,8,3,10,0.8966133377705695,-1.493391089550979,0.8462632199998534,classics,1
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,the name of the wind the kingkiller chronicle 1 patrick rothfuss toread mustread read2015 scifiandfantasy romance readin2011 séries readin2017 unfinished iown,47,1,10,0.798838508964826,-2.1379067624613115,0.9050519391506369,romance,11
5759,Fight Club,Chuck Palahniuk,fight club chuck palahniuk toread readin2013 transgressive 1990s transgressivefiction suspense action audio readin2016 5stars,10,1,10,0.8909270082852792,-1.0716997373644819,0.8062029465797341,mystery,8
301082,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,dead until dark sookie stackhouse 1 charlaine harris toread dnf partofaseries novels fae tobuy ownit sciencefiction harrischarlaine guiltypleasure,35,1,10,1.0209871250920395,-0.8168152644224006,0.7001038613024477,science-fiction,12
11486,The Color Purple,Alice Walker,the color purple alice walker toread readharder2017 sawthemovie lgbtqia have friendship aplit poc 20thcentury epistolary,16,1,10,0.9246740023715695,-1.0861764920025727,0.7926128215679673,classics,1
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,marley and me life and love with the worlds worst dog john grogan toread myfavorites biographyautobiography have animalbooks chicklit generalfiction novel bookstomovies finished,53,1,10,0.934683874667717,-0.9464369814911824,0.765500279426806,romance,11
5326,A Christmas Carol,Charles Dickens,a christmas carol charles dickens toread tobuy ebook rorygilmore christmasbooks generalfiction literaryfiction audiobooks classicstoread holidays,17,1,10,0.9585323328287749,-0.7851985924662152,0.7234727999347524,fiction,3
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,interview with the vampire the vampire chronicles 1 anne rice toread mystery thriller gothichorror favoritebooks sciencefictionfantasy neworleans paperback thevampirechronicles vampirebooks,51,1,10,0.9863803202677808,-0.7789715695797911,0.7088396485768174,mystery,8
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,the immortal life of henrietta lacks rebecca skloot toread ebook contemporary cellculture bookclubselections favourites unfinished biographyautobiography publichealth toreadnonfiction,36,1,10,0.9865665355854036,-1.0207781090294974,0.7543319157353378,fiction,3
